Title,Authors,Year,Venue,DOI,Source
"Federal Law Enforcement Officers, 1993",['B Reaves'],1994.0,,https://books.google.com/books?hl=en&lr=&id=njPMPlDAmbQC&oi=fnd&dq=Federal+Statistical+Research+Data+Centers&ots=yy2XnpkaSy&sig=vV1-u2vrfqXYLWlaQ_wTgKHQOrk,Google Scholar
Statistical and econometric methods for transportation data analysis,"['S Washington', 'MG Karlaftis', 'F Mannering']",2020.0,,https://www.taylorfrancis.com/books/mono/10.1201/9780429244018/statistical-econometric-methods-transportation-data-analysis-simon-washington-fred-mannering-panagiotis-anastasopoulos-matthew-karlaftis,Google Scholar
"COVID-19 data collection, comorbidity & federal law: A historical retrospective","['H Ealy', 'M McEvoy', 'D Chong', 'J Nowicki', 'M Sava']",2020.0,Ethics,https://www.ratical.org/PandemicParallaxView/C19dataCollection-C+FL-HistPerspec.pdf,Google Scholar
Eczema prevalence in the United States: data from the 2003 National Survey of Children's Health,"['TE Shaw', 'GP Currie', 'CW Koudelka']",2011.0,Journal of Investigative …,https://www.sciencedirect.com/science/article/pii/S0022202X15350132,Google Scholar
Locking the sky: a survey on IaaS cloud security,"['LM Vaquero', 'L Rodero-Merino', 'D Morán']",2011.0,Computing,https://link.springer.com/article/10.1007/s00607-010-0140-x,Google Scholar
Why statistical confidentiality?,"['GT Duncan', 'M Elliot', 'JJ Salazar-González', 'GT Duncan']",2011.0,,https://link.springer.com/chapter/10.1007/978-1-4419-7802-8_1,Google Scholar
Open science by design: Realizing a vision for 21st century research,"['', 'Medicine', 'Global Affairs', 'Board on Research Data']",2018.0,,https://books.google.com/books?hl=en&lr=&id=_B1sDwAAQBAJ&oi=fnd&pg=PR1&dq=Federal+Statistical+Research+Data+Centers&ots=IO8JdBkdM0&sig=GmwugrDuzqRLXBi6EtfebbvFfok,Google Scholar
The data revolution and economic analysis,"['L Einav', 'J Levin']",2014.0,Innovation Policy and the Economy,https://www.journals.uchicago.edu/doi/abs/10.1086/674019,Google Scholar
ISCCP Global Radiance Data Set: A New Resource tor Climate Research,"['RA Schiffer', 'WB Rossow']",1985.0,Bulletin of the American …,https://journals.ametsoc.org/view/journals/bams/66/12/1520-0477_1985_066_1498_igrdsa_2_0_co_2.xml,Google Scholar
"Digest of education statistics, 2008","['TD Snyder', 'SA Dillow']",2009.0,,https://books.google.com/books?hl=en&lr=&id=tBpflkoo9I8C&oi=fnd&pg=PR3&dq=Federal+Statistical+Research+Data+Centers&ots=lt2EiJjRDf&sig=dUtzBJhNX01ivJ7WJln40q5_3o0,Google Scholar
Expanding federal funding to community health centers slows decline in access for low‐income adults,"['S McMorrow', 'S Zuckerman']",2014.0,Health services research,https://onlinelibrary.wiley.com/doi/abs/10.1111/1475-6773.12141,Google Scholar
"Digest of Education Statistics, 2012. NCES 2014-015.","['TD Snyder', 'SA Dillow']",2013.0,National Center for Education Statistics,https://eric.ed.gov/?id=ed544576,Google Scholar
Data Pertaining to the Education of Women: A Challenge to the Federal Government.,['AW Astin'],1978.0,,https://eric.ed.gov/?id=ED158626,Google Scholar
Federal nutrition assistance for young children: underutilized and unequally accessed,"['T Andreyeva', 'TE Moore', 'L da Cunha Godoy']",2024.0,American journal of …,https://www.sciencedirect.com/science/article/pii/S0749379723003549,Google Scholar
"Fault tree analysis: A survey of the state-of-the-art in modeling, analysis and tools","['E Ruijters', 'M Stoelinga']",2015.0,Computer science review,https://www.sciencedirect.com/science/article/pii/S1574013715000027,Google Scholar
"Dirofilaria repens in the Russian Federation: current epidemiology, diagnosis, and treatment from a federal reference center perspective","['LA Ermakova', 'SA Nagorny', 'EY Krivorotova']",2014.0,International Journal of …,https://www.sciencedirect.com/science/article/pii/S1201971214014453,Google Scholar
Sex offenses and offenders: An analysis of data on rape and sexual assault,['LA Greenfeld'],1997.0,,https://books.google.com/books?hl=en&lr=&id=V_ljnUky5VwC&oi=fnd&pg=PR3&dq=Federal+Statistical+Research+Data+Centers&ots=Z4piqBw_0t&sig=sU6r5px4hj-aNmCDREeCrCgm_VQ,Google Scholar
Multiple Imputation in the Annual Survey of Manufactures,"['TK White', 'JP Reiter']",2007.0,… Committee on Statistical Methodology Research …,https://www.fcsm.gov/assets/files/docs/2007FCSM_White-X-C.pdf,Google Scholar
Federally qualified health center clinicians and staff increasingly dissatisfied with workplace conditions,"['MW Friedberg', 'RO Reid', 'JW Timbie', 'C Setodji']",2017.0,Health …,https://www.healthaffairs.org/doi/abs/10.1377/hlthaff.2017.0205,Google Scholar
Change in prescription habits after federal rescheduling of hydrocodone combination products,"['S Seago', 'A Hayek', 'J Pruszynski']",2016.0,… Medical Center …,https://www.tandfonline.com/doi/abs/10.1080/08998280.2016.11929431,Google Scholar
The cost‐effectiveness of improving diabetes care in US federally qualified community health centers,"['ES Huang', 'Q Zhang', 'SES Brown']",2007.0,… services research,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-6773.2007.00734.x,Google Scholar
The effect of social support around pregnancy on postpartum depression among Canadian teen mothers and adult mothers in the maternity experiences survey,"['THM Kim', 'JA Connolly', 'H Tamim']",2014.0,BMC pregnancy and childbirth,https://link.springer.com/article/10.1186/1471-2393-14-162,Google Scholar
"Federal Housing Assistance and Blood Lead Levels in a Nationally Representative US Sample Age 6 and Older: NHANES, 1999–2018","['MDT Chu', 'A Fenelon', 'G Adamkiewicz']",2024.0,Environmental health …,https://ehp.niehs.nih.gov/doi/abs/10.1289/EHP12645,Google Scholar
The dynamics of job separation: The case of federal employees,"['M Black', 'R Moffitt', 'JT Warner']",1990.0,Journal of Applied Econometrics,https://onlinelibrary.wiley.com/doi/abs/10.1002/jae.3950050304,Google Scholar
A farmers' market at a federally qualified health center improves fruit and vegetable intake among low-income diabetics,"['DA Freedman', 'SK Choi', 'T Hurley', 'E Anadu']",2013.0,Preventive …,https://www.sciencedirect.com/science/article/pii/S0091743513000315,Google Scholar
Trends in opioid analgesic abuse and mortality in the United States,"['RC Dart', 'HL Surratt', 'TJ Cicero']",2015.0,… England Journal of …,https://www.nejm.org/doi/abs/10.1056/NEJMsa1406143,Google Scholar
Plan and operation of the national hospital ambulatory medical care survey,"['LF McCaig', 'T McLemore']",1994.0,,https://books.google.com/books?hl=en&lr=&id=c9EJnt2quEoC&oi=fnd&pg=PA1&dq=Federal+Statistical+Research+Data+Centers&ots=xcpnpS7kW6&sig=8Dc7nJOT3W6h7RoaGY5YMXoSN7M,Google Scholar
Education and Correctional Populations. Bureau of Justice Statistics Special Report.,['CW Harlow'],2003.0,,https://eric.ed.gov/?id=ed477377,Google Scholar
"Annual report to the nation on the status of cancer, 1975–2000, featuring the uses of surveillance data for cancer prevention and control","['HK Weir', 'MJ Thun', 'BF Hankey', 'LAG Ries']",2003.0,Journal of the …,https://academic.oup.com/jnci/article-abstract/95/17/1276/2520421,Google Scholar
Measuring central bank communication: an automated approach with application to FOMC statements,"['DO Lucca', 'F Trebbi']",2009.0,,https://www.nber.org/papers/w15367,Google Scholar
Geographic representation and requests for federal funds in the US senate,"['J Kaslovsky', 'AR Stone']",2024.0,Legislative Studies Quarterly,https://onlinelibrary.wiley.com/doi/abs/10.1111/lsq.12464,Google Scholar
Guidelines for the design and statistical analysis of experiments using laboratory animals,"['MFW Festing', 'DG Altman']",2002.0,ILAR journal,https://academic.oup.com/ilarjournal/article-abstract/43/4/244/981872,Google Scholar
Medicaid patients seen at federally qualified health centers use hospital services less than those seen by private providers,"['J Rothkopf', 'K Brookler', 'S Wadhwa', 'M Sajovetz']",2011.0,Health Affairs,https://www.healthaffairs.org/doi/abs/10.1377/hlthaff.2011.0066,Google Scholar
The Cherokees in transition: A statistical analysis of the Federal Cherokee Census of 1835,"['WG McLoughlin', 'WH Conser']",1977.0,The Journal of American History,https://www.jstor.org/stable/1887236,Google Scholar
The impact of redlining on modern-day firearm injuries: a nationwide study of federal policy,"['SA Spitzer', 'DG Vail', 'T Dey', 'A Salim']",2023.0,Annals of surgery,https://journals.lww.com/annalsofsurgery/fulltext/2023/11000/the_impact_of_redlining_on_modern_day_firearm.60.aspx,Google Scholar
"Federal programs supporting educational change, Vol. VII: Factors affecting implementation and continuation.",['P Berman'],1977.0,,https://eric.ed.gov/?id=eD140432,Google Scholar
Violence against women: Estimates from the redesigned survey,"['R Bachman', 'LE Saltzman']",1995.0,,https://books.google.com/books?hl=en&lr=&id=OQHBon5tEhMC&oi=fnd&pg=PA9&dq=Federal+Statistical+Research+Data+Centers&ots=HwWMcoDd_2&sig=FX-v8qvOTMLRAOs0GX1o40Fv3MM,Google Scholar
Essentials of the disclosure review process: A federal perspective,"['AO Zarate', 'L Zayatz']",2006.0,… Research on Human Research Ethics,https://journals.sagepub.com/doi/abs/10.1525/jer.2006.1.3.51,Google Scholar
An analysis of the probability of default on federally guranteed student loans,"['LG Knapp', 'TG Seaks']",1992.0,The review of economics and statistics,https://www.jstor.org/stable/2109484,Google Scholar
Reference guide on survey research,['SS Diamond'],2000.0,Reference manual on scientific evidence,https://www.academia.edu/download/87036768/8.sur_res.pdf,Google Scholar
Internal migration in the United States: A comparative assessment of the utility of the consumer credit panel,"['J DeWaard', 'JE Johnson', 'SD Whitaker']",2018.0,,https://www.clevelandfed.org/people/profiles/j/johnson-janna--e/wp-1804-internal-migration-in-the-united-states,Google Scholar
Modern multivariate statistical techniques,['AJ Izenman'],2008.0,,https://link.springer.com/content/pdf/10.1007/978-0-387-78189-1.pdf,Google Scholar
"Declines in unintended pregnancy in the United States, 2008–2011","['LB Finer', 'MR Zolna']",2016.0,New England journal of medicine,https://www.nejm.org/doi/abs/10.1056/NEJMsa1506575,Google Scholar
A survey on federated learning,"['C Zhang', 'Y Xie', 'H Bai', 'B Yu', 'W Li', 'Y Gao']",2021.0,Knowledge-Based Systems,https://www.sciencedirect.com/science/article/pii/S0950705121000381,Google Scholar
Socio-economic development of Russian federal entities in 2019: multivariate data analysis,"['AY Yudintsev', 'GN Troshkina']",2023.0,… Coupled Human-Natural Systems Research …,https://link.springer.com/chapter/10.1007/978-3-030-75483-9_14,Google Scholar
Pedestrian behaviors at and perceptions towards various pedestrian facilities: an examination based on observation and survey data,"['VP Sisiopiku', 'D Akin']",2003.0,Transportation research part f: traffic psychology and …,https://www.sciencedirect.com/science/article/pii/S136984780300041X,Google Scholar
Preparing teachers: Building evidence for sound policy,"['National Research Council', 'Division of Behavioral']",2010.0,,https://books.google.com/books?hl=en&lr=&id=tS5kAgAAQBAJ&oi=fnd&pg=PR1&dq=Federal+Statistical+Research+Data+Centers&ots=pN2vg0Mw-R&sig=qyjY8UQyT-Ph-RUbNjA1Qmchjkc,Google Scholar
"Drug overdose deaths in the United States, 1999–2020","['H Hedegaard', 'AM Miniño', 'MR Spencer', 'M Warner']",2021.0,,https://stacks.cdc.gov/view/cdc/112340,Google Scholar
"Cancer statistics for hispanics/latinos, 2012","['R Siegel', 'D Naishadham']",2012.0,CA: a cancer journal for …,https://acsjournals.onlinelibrary.wiley.com/doi/abs/10.3322/caac.21153,Google Scholar
"Biostatistics: a guide to design, analysis and discovery","['RN Forthofer', 'ES Lee', 'M Hernandez']",2006.0,,https://books.google.com/books?hl=en&lr=&id=tARVZq4hq7UC&oi=fnd&pg=PP1&dq=Federal+Statistical+Research+Data+Centers&ots=yLahYM8xEk&sig=SubvK63MChOjiPJDGI3BIPpk02E,Google Scholar
America's children: Key national indicators of well-being,[''],1999.0,,https://books.google.com/books?hl=en&lr=&id=FscUuHmsAxoC&oi=fnd&pg=PA1&dq=Federal+Statistical+Research+Data+Centers&ots=sa4E7ffQig&sig=AsQ0LNALeodKl-EQ1ZctJvEByJs,Google Scholar
"Summary health statistics for US children; National Health Interview Survey, 2004","['B Bloom', 'AN Dey']",2006.0,,https://stacks.cdc.gov/view/cdc/6679/cdc_6679_DS1.pdf,Google Scholar
Statistical methods in water resources,"['DR Helsel', 'RM Hirsch']",1993.0,,https://books.google.com/books?hl=en&lr=&id=cYb_Dv8U1QIC&oi=fnd&pg=PP1&dq=Federal+Statistical+Research+Data+Centers&ots=Yi7pvWELcV&sig=-RC7w_NaY9CqszHurBFkgR44VJw,Google Scholar
Summary Health Statistics for US Adults: National Health Interview Survey...,"['JR Pleis', 'R Coles']",2007.0,,https://books.google.com/books?hl=en&lr=&id=2fyCaLA-4JAC&oi=fnd&pg=PA1&dq=Federal+Statistical+Research+Data+Centers&ots=cImwCvA9d0&sig=460ZMN0GrKzoMqRt_72-yd2ACLk,Google Scholar
The K‐derived planetary indices: Description and availability,"['M Menvielle', 'A Berthelier']",1991.0,Reviews of Geophysics,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/91rg00994,Google Scholar
"Subsidized contraception, fertility, and sexual behavior","['MS Kearney', 'PB Levine']",2009.0,The review of economics and statistics,https://direct.mit.edu/rest/article-abstract/91/1/137/57741,Google Scholar
agricultural remote sensing and data science in China,"['Z Chen', 'H Pan', 'C Liu', 'Z Jiang']",2018.0,Federal Data Science,https://www.sciencedirect.com/science/article/pii/B9780128124437000077,Google Scholar
Local area networks,['G Keiser'],2002.0,,https://books.google.com/books?hl=en&lr=&id=bX5XSeuIHncC&oi=fnd&pg=PA1&dq=Federal+Statistical+Research+Data+Centers&ots=uXIzHcHP6f&sig=8sncVvqHs7cEMG0hk96Xz_Ki6Ms,Google Scholar
"Progress in Scientific and TechnicalCommunications, 1968 Annual Report. Federal Council for Science and Technology, Washington, DC Committee on Scientific and …",['DPS PRICE'],,,https://eric.ed.gov/?id=ED034691,Google Scholar
Methadone-involved overdose deaths in the US before and after federal policy changes expanding take-home methadone doses from opioid treatment programs,"['CM Jones', 'WM Compton', 'B Han', 'G Baldwin']",2022.0,JAMA …,https://jamanetwork.com/journals/jamapsychiatry/article-abstract/2793744,Google Scholar
Discovering knowledge in data: an introduction to data mining,"['DT Larose', 'CD Larose']",2014.0,,https://books.google.com/books?hl=en&lr=&id=9hOpAwAAQBAJ&oi=fnd&pg=PR11&dq=Federal+Statistical+Research+Data+Centers&ots=9R6v7O8PV8&sig=Phb_-NwfQdIsTzFZGNVNEY0F-a0,Google Scholar
The US federal effort in developing social indicators,['AL Ferriss'],1979.0,Social Indicators Research,https://link.springer.com/article/10.1007/BF00343969,Google Scholar
When do losses count? Six fallacies of natural hazards loss data,"['M Gall', 'KA Borden', 'SL Cutter']",2009.0,Bulletin of the American …,https://journals.ametsoc.org/view/journals/bams/90/6/2008bams2721_1.xml,Google Scholar
"A survey of software-defined networking: Past, present, and future of programmable networks","['BAA Nunes', 'M Mendonca', 'XN Nguyen']",2014.0,… surveys & tutorials,https://ieeexplore.ieee.org/abstract/document/6739370/,Google Scholar
"Design and estimation for the national health interview survey, 1985-94",['JT Massey'],1989.0,,https://books.google.com/books?hl=en&lr=&id=zHF8UuDn1fMC&oi=fnd&pg=PA1&dq=Federal+Statistical+Research+Data+Centers&ots=yg4LAxlEoL&sig=-axMQDoxwWhx8VS7pkino1jMlOw,Google Scholar
"Vanishing trial, the",['HV Samborn'],2002.0,ABAJ,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/abaj88&section=155,Google Scholar
"Trust In US Federal, State, And Local Public Health Agencies During COVID-19: Responses And Policy Implications: Study reports the results of a survey of public trust …","['GK SteelFisher', 'MG Findling', 'HL Caporello']",2023.0,Health …,https://www.healthaffairs.org/doi/abs/10.1377/hlthaff.2022.01204,Google Scholar
